X, Ch1,
1200,-4.000000e-02,
1201,8.000000e-02,
1202,8.000000e-02,
1203,-6.000000e-02,
1204,8.000000e-02,
1205,-6.000000e-02,
1206,-4.000000e-02,
1207,1.000000e-01,
1208,-4.000000e-02,
1209,8.000000e-02,
1210,-4.000000e-02,
1211,8.000000e-02,
1212,-4.000000e-02,
1213,8.000000e-02,
1214,-4.000000e-02,
1215,8.000000e-02,
1216,-4.000000e-02,
1217,1.000000e-01,
1218,-4.000000e-02,
1219,8.000000e-02,
1220,8.000000e-02,
1221,-4.000000e-02,
1222,-4.000000e-02,
1223,1.000000e-01,
1224,-4.000000e-02,
1225,8.000000e-02,
1226,8.000000e-02,
1227,-6.000000e-02,
1228,8.000000e-02,
1229,-4.000000e-02,
1230,-4.000000e-02,
1231,1.000000e-01,
1232,-4.000000e-02,
1233,8.000000e-02,
1234,-4.000000e-02,
1235,8.000000e-02,
1236,-4.000000e-02,
1237,8.000000e-02,
1238,-4.000000e-02,
1239,1.000000e-01,
1240,1.000000e-01,
1241,-4.000000e-02,
1242,-4.000000e-02,
1243,8.000000e-02,
1244,-4.000000e-02,
1245,1.000000e-01,
1246,8.000000e-02,
1247,-4.000000e-02,
1248,-2.000000e-02,
1249,1.000000e-01,
1250,-2.000000e-02,
1251,1.000000e-01,
1252,0.000000e+00,
1253,1.200000e-01,
1254,0.000000e+00,
1255,1.400000e-01,
1256,4.000000e-02,
1257,2.000000e-01,
1258,1.000000e-01,
1259,2.600000e-01,
1260,1.600000e-01,
1261,3.200000e-01,
1262,3.200000e-01,
1263,2.000000e-01,
1264,2.800000e-01,
1265,1.200000e-01,
1266,2.200000e-01,
1267,2.000000e-02,
1268,1.200000e-01,
1269,-6.000000e-02,
1270,2.000000e-02,
1271,-1.800000e-01,
1272,-4.000000e-02,
1273,-2.600000e-01,
1274,-1.800000e-01,
1275,-3.200000e-01,
1276,-3.000000e-01,
1277,-1.200000e-01,
1278,-2.200000e-01,
1279,-4.000000e-02,
1280,-1.400000e-01,
1281,2.000000e-02,
1282,-1.000000e-01,
1283,4.000000e-02,
1284,-8.000000e-02,
1285,6.000000e-02,
1286,-6.000000e-02,
1287,8.000000e-02,
1288,-6.000000e-02,
1289,8.000000e-02,
1290,8.000000e-02,
1291,-6.000000e-02,
1292,-6.000000e-02,
1293,1.000000e-01,
1294,8.000000e-02,
1295,-4.000000e-02,
1296,-4.000000e-02,
1297,1.000000e-01,
1298,-6.000000e-02,
1299,1.000000e-01,
1300,-4.000000e-02,
1301,8.000000e-02,
1302,-4.000000e-02,
1303,8.000000e-02,
1304,8.000000e-02,
1305,-6.000000e-02,
1306,-4.000000e-02,
1307,1.200000e-01,
1308,1.000000e-01,
1309,-6.000000e-02,
1310,-4.000000e-02,
1311,1.000000e-01,
1312,-4.000000e-02,
1313,1.000000e-01,
1314,-4.000000e-02,
1315,8.000000e-02,
1316,-4.000000e-02,
1317,8.000000e-02,
1318,-4.000000e-02,
1319,8.000000e-02,
1320,-4.000000e-02,
1321,8.000000e-02,
1322,-4.000000e-02,
1323,8.000000e-02,
1324,-4.000000e-02,
1325,8.000000e-02,
1326,-4.000000e-02,
1327,1.000000e-01,
1328,8.000000e-02,
1329,-4.000000e-02,
1330,6.000000e-02,
1331,-6.000000e-02,
1332,-4.000000e-02,
1333,1.000000e-01,
1334,-4.000000e-02,
1335,8.000000e-02,
1336,8.000000e-02,
1337,-4.000000e-02,
1338,1.000000e-01,
1339,-4.000000e-02,
1340,8.000000e-02,
1341,-4.000000e-02,
1342,8.000000e-02,
1343,-4.000000e-02,
1344,8.000000e-02,
1345,-4.000000e-02,
1346,8.000000e-02,
1347,-6.000000e-02,
1348,-6.000000e-02,
1349,8.000000e-02,
1350,-6.000000e-02,
1351,1.000000e-01,
1352,-4.000000e-02,
1353,8.000000e-02,
1354,8.000000e-02,
1355,-4.000000e-02,
1356,-4.000000e-02,
1357,8.000000e-02,
1358,-6.000000e-02,
1359,8.000000e-02,
1360,-4.000000e-02,
1361,1.000000e-01,
1362,-4.000000e-02,
1363,1.000000e-01,
1364,-4.000000e-02,
1365,1.000000e-01,
1366,-2.000000e-02,
1367,1.000000e-01,
1368,0.000000e+00,
1369,1.200000e-01,
1370,2.000000e-02,
1371,1.800000e-01,
1372,6.000000e-02,
1373,2.600000e-01,
1374,1.400000e-01,
1375,3.200000e-01,
1376,2.200000e-01,
1377,3.400000e-01,
1378,3.200000e-01,
1379,1.600000e-01,
1380,2.600000e-01,
1381,4.000000e-02,
1382,1.200000e-01,
1383,-4.000000e-02,
1384,4.000000e-02,
1385,-1.600000e-01,
1386,-6.000000e-02,
1387,-2.400000e-01,
1388,-1.200000e-01,
1389,-2.800000e-01,
1390,-2.800000e-01,
1391,-1.400000e-01,
1392,-2.400000e-01,
1393,-8.000000e-02,
1394,-1.600000e-01,
1395,0.000000e+00,
1396,-1.200000e-01,
1397,0.000000e+00,
1398,-8.000000e-02,
1399,4.000000e-02,
