X, Ch1,
509,-4.000000e-02,
510,-6.000000e-02,
511,1.000000e-01,
512,-4.000000e-02,
513,8.000000e-02,
514,8.000000e-02,
515,-6.000000e-02,
516,-4.000000e-02,
517,1.000000e-01,
518,-4.000000e-02,
519,8.000000e-02,
520,-4.000000e-02,
521,8.000000e-02,
522,-4.000000e-02,
523,1.000000e-01,
524,-4.000000e-02,
525,1.000000e-01,
526,8.000000e-02,
527,-4.000000e-02,
528,1.000000e-01,
529,-4.000000e-02,
530,1.000000e-01,
531,-6.000000e-02,
532,8.000000e-02,
533,-4.000000e-02,
534,8.000000e-02,
535,-4.000000e-02,
536,8.000000e-02,
537,-6.000000e-02,
538,-4.000000e-02,
539,1.000000e-01,
540,-6.000000e-02,
541,1.000000e-01,
542,-6.000000e-02,
543,8.000000e-02,
544,-4.000000e-02,
545,1.000000e-01,
546,-4.000000e-02,
547,8.000000e-02,
548,-4.000000e-02,
549,8.000000e-02,
550,8.000000e-02,
551,-4.000000e-02,
552,-2.000000e-02,
553,1.200000e-01,
554,-2.000000e-02,
555,1.200000e-01,
556,0.000000e+00,
557,1.600000e-01,
558,6.000000e-02,
559,2.000000e-01,
560,1.000000e-01,
561,2.800000e-01,
562,1.800000e-01,
563,3.400000e-01,
564,3.400000e-01,
565,2.200000e-01,
566,3.000000e-01,
567,1.200000e-01,
568,2.000000e-01,
569,0.000000e+00,
570,6.000000e-02,
571,-1.200000e-01,
572,-4.000000e-02,
573,-2.600000e-01,
574,-1.600000e-01,
575,-3.400000e-01,
576,-3.400000e-01,
577,-1.800000e-01,
578,-2.800000e-01,
579,-6.000000e-02,
580,-1.400000e-01,
581,0.000000e+00,
582,-1.000000e-01,
583,4.000000e-02,
584,-6.000000e-02,
585,6.000000e-02,
586,-6.000000e-02,
587,8.000000e-02,
588,8.000000e-02,
589,-4.000000e-02,
590,-4.000000e-02,
591,8.000000e-02,
592,-4.000000e-02,
593,8.000000e-02,
594,-4.000000e-02,
595,8.000000e-02,
596,-4.000000e-02,
597,1.000000e-01,
598,-6.000000e-02,
599,1.000000e-01,
600,8.000000e-02,
601,-4.000000e-02,
602,8.000000e-02,
603,-4.000000e-02,
604,-4.000000e-02,
605,1.000000e-01,
606,1.000000e-01,
607,-6.000000e-02,
608,-4.000000e-02,
609,1.000000e-01,
610,-4.000000e-02,
611,1.000000e-01,
612,8.000000e-02,
613,-6.000000e-02,
614,-4.000000e-02,
615,8.000000e-02,
616,-4.000000e-02,
617,1.000000e-01,
618,-4.000000e-02,
619,8.000000e-02,
620,-6.000000e-02,
621,8.000000e-02,
622,-4.000000e-02,
623,8.000000e-02,
624,-4.000000e-02,
625,1.000000e-01,
626,8.000000e-02,
627,-4.000000e-02,
628,-4.000000e-02,
629,1.000000e-01,
630,-4.000000e-02,
631,8.000000e-02,
632,-4.000000e-02,
633,8.000000e-02,
634,-4.000000e-02,
635,8.000000e-02,
636,-4.000000e-02,
637,1.000000e-01,
638,-6.000000e-02,
639,1.000000e-01,
640,8.000000e-02,
641,-6.000000e-02,
642,-4.000000e-02,
643,8.000000e-02,
644,-4.000000e-02,
645,8.000000e-02,
646,-4.000000e-02,
647,1.000000e-01,
648,-4.000000e-02,
649,8.000000e-02,
650,-4.000000e-02,
651,8.000000e-02,
652,-4.000000e-02,
653,6.000000e-02,
654,-4.000000e-02,
655,8.000000e-02,
656,8.000000e-02,
657,-4.000000e-02,
658,-4.000000e-02,
659,8.000000e-02,
660,8.000000e-02,
661,-4.000000e-02,
662,-4.000000e-02,
663,1.000000e-01,
664,-6.000000e-02,
665,8.000000e-02,
666,8.000000e-02,
667,-4.000000e-02,
668,1.000000e-01,
669,-2.000000e-02,
670,0.000000e+00,
671,1.200000e-01,
672,2.000000e-02,
673,1.600000e-01,
674,6.000000e-02,
675,2.400000e-01,
676,1.600000e-01,
677,3.600000e-01,
678,2.400000e-01,
679,3.600000e-01,
680,3.600000e-01,
681,1.600000e-01,
682,2.400000e-01,
683,2.000000e-02,
684,1.200000e-01,
685,-8.000000e-02,
686,2.000000e-02,
687,-1.800000e-01,
688,-1.000000e-01,
689,-2.800000e-01,
690,-3.000000e-01,
691,-1.800000e-01,
692,-2.800000e-01,
693,-1.200000e-01,
694,-2.000000e-01,
695,-6.000000e-02,
696,-1.400000e-01,
697,0.000000e+00,
698,-8.000000e-02,
699,4.000000e-02,
700,-8.000000e-02,
701,6.000000e-02,
702,-6.000000e-02,
703,8.000000e-02,
704,-4.000000e-02,
705,8.000000e-02,
706,-4.000000e-02,
707,8.000000e-02,
708,-4.000000e-02,
709,8.000000e-02,
710,-4.000000e-02,
711,8.000000e-02,
712,-4.000000e-02,
713,8.000000e-02,
714,8.000000e-02,
715,-4.000000e-02,
716,-4.000000e-02,
717,1.000000e-01,
718,-4.000000e-02,
719,1.000000e-01,
720,-6.000000e-02,
721,8.000000e-02,
722,-4.000000e-02,
723,8.000000e-02,
724,-4.000000e-02,
725,8.000000e-02,
726,-4.000000e-02,
727,8.000000e-02,
728,-4.000000e-02,
729,8.000000e-02,
730,8.000000e-02,
731,-4.000000e-02,
732,8.000000e-02,
733,-6.000000e-02,
734,-4.000000e-02,
735,8.000000e-02,
736,8.000000e-02,
737,-6.000000e-02,
738,-4.000000e-02,
739,1.000000e-01,
740,-4.000000e-02,
741,8.000000e-02,
742,-6.000000e-02,
743,1.000000e-01,
744,1.000000e-01,
745,-6.000000e-02,
746,8.000000e-02,
747,-4.000000e-02,
748,-4.000000e-02,
749,8.000000e-02,
750,-4.000000e-02,
751,8.000000e-02,
752,-4.000000e-02,
753,8.000000e-02,
754,-6.000000e-02,
755,8.000000e-02,
756,1.000000e-01,
757,-4.000000e-02,
758,-4.000000e-02,
759,1.000000e-01,
760,8.000000e-02,
761,-4.000000e-02,
762,-4.000000e-02,
763,8.000000e-02,
764,-4.000000e-02,
765,1.000000e-01,
766,-4.000000e-02,
767,8.000000e-02,
768,8.000000e-02,
769,-6.000000e-02,
770,8.000000e-02,
771,-6.000000e-02,
772,-6.000000e-02,
773,1.000000e-01,
774,-4.000000e-02,
775,1.000000e-01,
776,1.000000e-01,
777,-4.000000e-02,
778,8.000000e-02,
779,-6.000000e-02,
780,8.000000e-02,
781,-6.000000e-02,
782,1.000000e-01,
783,-4.000000e-02,
784,-2.000000e-02,
785,1.000000e-01,
786,-2.000000e-02,
787,1.200000e-01,
788,0.000000e+00,
789,1.400000e-01,
790,2.000000e-02,
791,1.800000e-01,
792,8.000000e-02,
793,2.400000e-01,
794,1.600000e-01,
795,3.400000e-01,
796,2.200000e-01,
797,3.400000e-01,
798,3.200000e-01,
799,1.600000e-01,
800,2.400000e-01,
801,4.000000e-02,
802,1.200000e-01,
803,-6.000000e-02,
804,2.000000e-02,
805,-2.000000e-01,
806,-1.000000e-01,
807,-3.000000e-01,
808,-2.200000e-01,
809,-3.200000e-01,
810,-3.000000e-01,
811,-1.200000e-01,
812,-2.200000e-01,
813,-2.000000e-02,
814,-1.200000e-01,
815,2.000000e-02,
816,-1.000000e-01,
817,4.000000e-02,
818,-8.000000e-02,
819,8.000000e-02,
820,-6.000000e-02,
821,8.000000e-02,
822,-6.000000e-02,
823,8.000000e-02,
824,-4.000000e-02,
825,8.000000e-02,
826,8.000000e-02,
827,-4.000000e-02,
828,-4.000000e-02,
829,6.000000e-02,
830,-6.000000e-02,
831,8.000000e-02,
832,8.000000e-02,
833,-6.000000e-02,
834,-4.000000e-02,
835,1.000000e-01,
836,-4.000000e-02,
837,8.000000e-02,
838,-4.000000e-02,
839,1.000000e-01,
840,-4.000000e-02,
841,1.000000e-01,
842,8.000000e-02,
843,-4.000000e-02,
844,1.000000e-01,
845,-6.000000e-02,
846,8.000000e-02,
847,-4.000000e-02,
848,6.000000e-02,
849,-6.000000e-02,
850,8.000000e-02,
851,-6.000000e-02,
852,1.000000e-01,
853,-6.000000e-02,
854,-4.000000e-02,
855,1.000000e-01,
856,-4.000000e-02,
857,8.000000e-02,
858,-4.000000e-02,
859,1.000000e-01,
860,-4.000000e-02,
861,1.000000e-01,
862,8.000000e-02,
863,-6.000000e-02,
864,8.000000e-02,
865,-4.000000e-02,
866,-4.000000e-02,
867,8.000000e-02,
868,1.000000e-01,
869,-6.000000e-02,
870,1.200000e-01,
871,-6.000000e-02,
872,-6.000000e-02,
873,1.200000e-01,
874,1.000000e-01,
875,-6.000000e-02,
876,-4.000000e-02,
877,1.000000e-01,
878,1.000000e-01,
879,-6.000000e-02,
880,-6.000000e-02,
881,1.000000e-01,
882,1.000000e-01,
883,-6.000000e-02,
884,-4.000000e-02,
885,1.200000e-01,
886,1.200000e-01,
887,-6.000000e-02,
888,-4.000000e-02,
889,1.000000e-01,
890,-6.000000e-02,
891,1.400000e-01,
892,-6.000000e-02,
893,1.000000e-01,
894,-4.000000e-02,
895,1.200000e-01,
896,-4.000000e-02,
897,1.200000e-01,
898,-4.000000e-02,
899,1.200000e-01,
900,-4.000000e-02,
901,1.200000e-01,
902,1.200000e-01,
903,-4.000000e-02,
904,0.000000e+00,
905,1.600000e-01,
906,2.000000e-02,
907,2.400000e-01,
908,1.000000e-01,
909,3.200000e-01,
910,2.000000e-01,
911,3.800000e-01,
912,3.400000e-01,
913,2.000000e-01,
914,3.200000e-01,
915,8.000000e-02,
916,1.800000e-01,
917,-6.000000e-02,
918,8.000000e-02,
919,-1.400000e-01,
920,-4.000000e-02,
921,-2.400000e-01,
922,-1.200000e-01,
923,-3.000000e-01,
924,-3.000000e-01,
925,-1.400000e-01,
926,-2.600000e-01,
927,-6.000000e-02,
928,-1.800000e-01,
929,-4.000000e-02,
930,-1.200000e-01,
931,4.000000e-02,
932,-8.000000e-02,
933,6.000000e-02,
934,-6.000000e-02,
935,6.000000e-02,
936,-6.000000e-02,
937,8.000000e-02,
938,-4.000000e-02,
939,6.000000e-02,
940,-6.000000e-02,
941,8.000000e-02,
942,-4.000000e-02,
943,8.000000e-02,
944,-6.000000e-02,
945,8.000000e-02,
946,8.000000e-02,
947,-4.000000e-02,
948,8.000000e-02,
949,-4.000000e-02,
950,-4.000000e-02,
951,1.000000e-01,
952,8.000000e-02,
953,-4.000000e-02,
954,1.000000e-01,
955,-4.000000e-02,
956,-4.000000e-02,
957,8.000000e-02,
958,-4.000000e-02,
959,8.000000e-02,
960,8.000000e-02,
961,-6.000000e-02,
962,-4.000000e-02,
963,1.000000e-01,
964,8.000000e-02,
965,-4.000000e-02,
966,-4.000000e-02,
967,1.000000e-01,
968,8.000000e-02,
969,-4.000000e-02,
970,-4.000000e-02,
971,1.000000e-01,
972,-4.000000e-02,
973,1.000000e-01,
974,-6.000000e-02,
975,8.000000e-02,
976,-4.000000e-02,
977,1.000000e-01,
978,-4.000000e-02,
979,1.000000e-01,
980,8.000000e-02,
981,-4.000000e-02,
982,-4.000000e-02,
983,8.000000e-02,
984,8.000000e-02,
985,-4.000000e-02,
986,-4.000000e-02,
987,1.000000e-01,
988,-4.000000e-02,
989,1.000000e-01,
990,8.000000e-02,
991,-6.000000e-02,
992,-6.000000e-02,
993,1.000000e-01,
994,-4.000000e-02,
995,1.000000e-01,
996,8.000000e-02,
997,-4.000000e-02,
998,-4.000000e-02,
999,1.000000e-01,
1000,-4.000000e-02,
1001,8.000000e-02,
1002,-4.000000e-02,
1003,8.000000e-02,
1004,1.000000e-01,
1005,-6.000000e-02,
1006,-4.000000e-02,
1007,1.000000e-01,
1008,-4.000000e-02,
1009,8.000000e-02,
1010,-4.000000e-02,
1011,1.000000e-01,
1012,-4.000000e-02,
1013,1.000000e-01,
1014,-4.000000e-02,
1015,8.000000e-02,
1016,-2.000000e-02,
1017,8.000000e-02,
1018,1.200000e-01,
1019,-4.000000e-02,
1020,-2.000000e-02,
1021,1.000000e-01,
1022,2.000000e-02,
1023,1.600000e-01,
1024,4.000000e-02,
1025,2.000000e-01,
1026,1.000000e-01,
1027,3.000000e-01,
1028,2.000000e-01,
1029,3.400000e-01,
1030,3.200000e-01,
1031,2.000000e-01,
1032,2.800000e-01,
1033,1.000000e-01,
1034,2.000000e-01,
1035,0.000000e+00,
1036,8.000000e-02,
1037,-1.000000e-01,
1038,-4.000000e-02,
1039,-2.400000e-01,
1040,-1.400000e-01,
1041,-3.200000e-01,
1042,-3.200000e-01,
1043,-1.600000e-01,
1044,-2.600000e-01,
1045,-8.000000e-02,
1046,-1.800000e-01,
1047,0.000000e+00,
1048,-1.200000e-01,
1049,4.000000e-02,
1050,-8.000000e-02,
1051,8.000000e-02,
1052,8.000000e-02,
1053,-6.000000e-02,
1054,-6.000000e-02,
1055,8.000000e-02,
1056,-4.000000e-02,
1057,8.000000e-02,
1058,-4.000000e-02,
1059,8.000000e-02,
1060,-4.000000e-02,
1061,1.000000e-01,
1062,-2.000000e-02,
1063,1.000000e-01,
1064,8.000000e-02,
1065,-4.000000e-02,
1066,8.000000e-02,
1067,-4.000000e-02,
1068,-4.000000e-02,
1069,1.000000e-01,
1070,-4.000000e-02,
1071,1.000000e-01,
1072,1.000000e-01,
1073,-4.000000e-02,
1074,8.000000e-02,
1075,-4.000000e-02,
1076,-4.000000e-02,
1077,1.000000e-01,
1078,-4.000000e-02,
1079,8.000000e-02,
1080,-4.000000e-02,
1081,8.000000e-02,
1082,-6.000000e-02,
1083,8.000000e-02,
1084,8.000000e-02,
1085,-4.000000e-02,
1086,-4.000000e-02,
1087,8.000000e-02,
1088,8.000000e-02,
1089,-4.000000e-02,
1090,-6.000000e-02,
1091,8.000000e-02,
1092,-4.000000e-02,
1093,8.000000e-02,
1094,8.000000e-02,
1095,-6.000000e-02,
1096,-4.000000e-02,
1097,8.000000e-02,
1098,-4.000000e-02,
1099,1.000000e-01,
1100,8.000000e-02,
1101,-6.000000e-02,
1102,1.000000e-01,
1103,-6.000000e-02,
1104,-4.000000e-02,
1105,1.000000e-01,
1106,-6.000000e-02,
1107,1.000000e-01,
1108,6.000000e-02,
1109,-6.000000e-02,
1110,-4.000000e-02,
1111,8.000000e-02,
1112,8.000000e-02,
1113,-4.000000e-02,
1114,8.000000e-02,
1115,-6.000000e-02,
1116,-4.000000e-02,
1117,8.000000e-02,
1118,8.000000e-02,
1119,-6.000000e-02,
1120,8.000000e-02,
1121,-4.000000e-02,
1122,6.000000e-02,
1123,-4.000000e-02,
1124,-4.000000e-02,
1125,8.000000e-02,
1126,-4.000000e-02,
1127,1.000000e-01,
1128,-4.000000e-02,
1129,8.000000e-02,
1130,8.000000e-02,
1131,-4.000000e-02,
1132,-4.000000e-02,
1133,1.000000e-01,
1134,-2.000000e-02,
1135,1.200000e-01,
1136,0.000000e+00,
1137,1.400000e-01,
1138,2.000000e-02,
1139,2.000000e-01,
1140,8.000000e-02,
1141,2.400000e-01,
1142,1.800000e-01,
1143,3.400000e-01,
1144,3.600000e-01,
1145,2.200000e-01,
1146,3.000000e-01,
1147,1.200000e-01,
1148,2.200000e-01,
1149,2.000000e-02,
1150,1.200000e-01,
1151,-6.000000e-02,
1152,0.000000e+00,
1153,-1.600000e-01,
1154,-6.000000e-02,
1155,-2.400000e-01,
1156,-2.800000e-01,
1157,-1.600000e-01,
1158,-2.800000e-01,
1159,-1.200000e-01,
1160,-2.200000e-01,
1161,-4.000000e-02,
1162,-1.400000e-01,
1163,0.000000e+00,
1164,-1.000000e-01,
1165,4.000000e-02,
1166,-8.000000e-02,
1167,6.000000e-02,
1168,-8.000000e-02,
1169,8.000000e-02,
1170,-4.000000e-02,
1171,8.000000e-02,
1172,-6.000000e-02,
1173,1.000000e-01,
1174,8.000000e-02,
1175,-6.000000e-02,
1176,-4.000000e-02,
1177,8.000000e-02,
1178,1.000000e-01,
1179,-4.000000e-02,
1180,8.000000e-02,
1181,-6.000000e-02,
1182,-4.000000e-02,
1183,8.000000e-02,
1184,8.000000e-02,
1185,-4.000000e-02,
1186,8.000000e-02,
1187,-4.000000e-02,
1188,-4.000000e-02,
1189,1.000000e-01,
1190,1.000000e-01,
1191,-4.000000e-02,
1192,-4.000000e-02,
1193,1.000000e-01,
1194,8.000000e-02,
1195,-4.000000e-02,
1196,-4.000000e-02,
1197,1.000000e-01,
1198,-4.000000e-02,
1199,1.000000e-01,
