X,CH1,Start,Increment,
Sequence,Volt,-3.480000e+00,5.000000e-03,
0,8.000000e-02,
1,-4.000000e-02,
2,8.000000e-02,
3,-4.000000e-02,
4,8.000000e-02,
5,-6.000000e-02,
6,-4.000000e-02,
7,1.000000e-01,
8,-6.000000e-02,
9,8.000000e-02,
10,1.000000e-01,
11,-4.000000e-02,
12,1.000000e-01,
13,-4.000000e-02,
14,1.000000e-01,
15,-6.000000e-02,
16,8.000000e-02,
17,-4.000000e-02,
18,-4.000000e-02,
19,8.000000e-02,
20,1.000000e-01,
21,-4.000000e-02,
22,-6.000000e-02,
23,1.000000e-01,
24,-4.000000e-02,
25,1.000000e-01,
26,1.000000e-01,
27,-4.000000e-02,
28,-4.000000e-02,
29,1.000000e-01,
30,8.000000e-02,
31,-6.000000e-02,
32,-6.000000e-02,
33,8.000000e-02,
34,-4.000000e-02,
35,8.000000e-02,
36,-4.000000e-02,
37,1.000000e-01,
38,8.000000e-02,
39,-4.000000e-02,
40,1.000000e-01,
41,-4.000000e-02,
42,1.000000e-01,
43,-4.000000e-02,
44,-4.000000e-02,
45,1.000000e-01,
46,1.200000e-01,
47,-6.000000e-02,
48,8.000000e-02,
49,-6.000000e-02,
50,1.000000e-01,
51,-4.000000e-02,
52,1.000000e-01,
53,-4.000000e-02,
54,8.000000e-02,
55,-4.000000e-02,
56,-4.000000e-02,
57,1.000000e-01,
58,1.000000e-01,
59,-6.000000e-02,
60,1.000000e-01,
61,-4.000000e-02,
62,8.000000e-02,
63,-6.000000e-02,
64,-4.000000e-02,
65,8.000000e-02,
66,-4.000000e-02,
67,1.000000e-01,
68,8.000000e-02,
69,-4.000000e-02,
70,1.000000e-01,
71,-6.000000e-02,
72,1.000000e-01,
73,-6.000000e-02,
74,-4.000000e-02,
75,8.000000e-02,
76,8.000000e-02,
77,-6.000000e-02,
78,-6.000000e-02,
79,1.000000e-01,
80,-4.000000e-02,
81,8.000000e-02,
82,1.000000e-01,
83,-4.000000e-02,
84,-2.000000e-02,
85,1.200000e-01,
86,-2.000000e-02,
87,1.600000e-01,
88,2.000000e-02,
89,1.600000e-01,
90,6.000000e-02,
91,2.800000e-01,
92,1.800000e-01,
93,4.000000e-01,
94,4.200000e-01,
95,2.600000e-01,
96,3.600000e-01,
97,1.200000e-01,
98,2.000000e-01,
99,-2.000000e-02,
100,6.000000e-02,
101,-1.800000e-01,
102,-8.000000e-02,
103,-3.000000e-01,
104,-2.000000e-01,
105,-3.400000e-01,
106,-3.200000e-01,
107,-1.200000e-01,
108,-2.400000e-01,
109,-4.000000e-02,
110,-1.400000e-01,
111,2.000000e-02,
112,-8.000000e-02,
113,6.000000e-02,
114,-6.000000e-02,
115,8.000000e-02,
116,8.000000e-02,
117,-6.000000e-02,
118,8.000000e-02,
119,-6.000000e-02,
120,8.000000e-02,
121,-6.000000e-02,
122,-4.000000e-02,
123,1.000000e-01,
124,8.000000e-02,
125,-4.000000e-02,
126,-4.000000e-02,
127,8.000000e-02,
128,-4.000000e-02,
129,1.000000e-01,
130,1.000000e-01,
131,-4.000000e-02,
132,8.000000e-02,
133,-4.000000e-02,
134,1.000000e-01,
135,-4.000000e-02,
136,-4.000000e-02,
137,1.000000e-01,
138,1.000000e-01,
139,-4.000000e-02,
140,1.000000e-01,
141,-4.000000e-02,
142,-6.000000e-02,
143,8.000000e-02,
144,-6.000000e-02,
145,8.000000e-02,
146,1.000000e-01,
147,-4.000000e-02,
148,1.000000e-01,
149,-4.000000e-02,
150,1.000000e-01,
151,-4.000000e-02,
152,-4.000000e-02,
153,1.000000e-01,
154,-4.000000e-02,
155,8.000000e-02,
156,1.000000e-01,
157,-4.000000e-02,
158,8.000000e-02,
159,-4.000000e-02,
160,1.000000e-01,
161,-6.000000e-02,
162,8.000000e-02,
163,-4.000000e-02,
164,-4.000000e-02,
165,1.000000e-01,
166,-4.000000e-02,
167,8.000000e-02,
168,8.000000e-02,
169,-4.000000e-02,
170,-4.000000e-02,
171,1.000000e-01,
172,-4.000000e-02,
173,1.000000e-01,
174,6.000000e-02,
175,-4.000000e-02,
176,1.200000e-01,
177,-4.000000e-02,
178,-6.000000e-02,
179,1.000000e-01,
180,-6.000000e-02,
181,8.000000e-02,
182,-4.000000e-02,
183,1.000000e-01,
184,8.000000e-02,
185,-6.000000e-02,
186,-4.000000e-02,
187,1.000000e-01,
188,-4.000000e-02,
189,1.000000e-01,
190,1.000000e-01,
191,-4.000000e-02,
192,8.000000e-02,
193,-4.000000e-02,
194,-4.000000e-02,
195,1.000000e-01,
196,-4.000000e-02,
197,1.000000e-01,
198,-4.000000e-02,
199,1.000000e-01,
200,1.200000e-01,
201,-4.000000e-02,
202,-2.000000e-02,
203,1.000000e-01,
204,-2.000000e-02,
205,1.400000e-01,
206,2.000000e-02,
207,1.800000e-01,
208,1.000000e-01,
209,2.600000e-01,
210,1.600000e-01,
211,3.400000e-01,
212,3.800000e-01,
213,2.400000e-01,
214,3.400000e-01,
215,1.400000e-01,
216,2.200000e-01,
217,0.000000e+00,
218,1.200000e-01,
219,-1.400000e-01,
220,-4.000000e-02,
221,-3.000000e-01,
222,-2.200000e-01,
223,-3.800000e-01,
224,-3.600000e-01,
225,-1.800000e-01,
226,-2.400000e-01,
227,-4.000000e-02,
228,-1.400000e-01,
229,2.000000e-02,
230,-8.000000e-02,
231,6.000000e-02,
232,6.000000e-02,
233,-6.000000e-02,
234,8.000000e-02,
235,-6.000000e-02,
236,-4.000000e-02,
237,1.000000e-01,
238,-4.000000e-02,
239,1.000000e-01,
240,8.000000e-02,
241,-4.000000e-02,
242,8.000000e-02,
243,-4.000000e-02,
244,1.000000e-01,
245,-4.000000e-02,
246,1.000000e-01,
247,-4.000000e-02,
248,-4.000000e-02,
249,1.200000e-01,
250,1.000000e-01,
251,-6.000000e-02,
252,-4.000000e-02,
253,1.000000e-01,
254,-6.000000e-02,
255,1.000000e-01,
256,1.000000e-01,
257,-4.000000e-02,
258,1.000000e-01,
259,-4.000000e-02,
260,-4.000000e-02,
261,1.000000e-01,
262,8.000000e-02,
263,-6.000000e-02,
264,-4.000000e-02,
265,8.000000e-02,
266,8.000000e-02,
267,-4.000000e-02,
268,-4.000000e-02,
269,1.000000e-01,
270,-4.000000e-02,
271,1.000000e-01,
272,-4.000000e-02,
273,1.000000e-01,
274,-4.000000e-02,
275,1.000000e-01,
276,8.000000e-02,
277,-4.000000e-02,
278,1.000000e-01,
279,-4.000000e-02,
280,-4.000000e-02,
281,8.000000e-02,
282,-4.000000e-02,
283,8.000000e-02,
284,-4.000000e-02,
285,1.000000e-01,
286,-4.000000e-02,
287,1.000000e-01,
288,8.000000e-02,
289,-6.000000e-02,
290,1.000000e-01,
291,-4.000000e-02,
292,1.000000e-01,
293,-4.000000e-02,
294,1.000000e-01,
295,-4.000000e-02,
296,8.000000e-02,
297,-4.000000e-02,
298,-6.000000e-02,
299,8.000000e-02,
300,1.000000e-01,
301,-4.000000e-02,
302,8.000000e-02,
303,-4.000000e-02,
304,8.000000e-02,
305,-6.000000e-02,
306,-4.000000e-02,
307,1.000000e-01,
