CH1,Start,Increment,
Volt,-4.800000e+00,5.000000e-03,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
4.872000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
4.872000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
6.264000e-02,
-2.784000e-02,
6.264000e-02,
-1.392000e-02,
7.656000e-02,
6.960000e-03,
1.252800e-01,
6.264000e-02,
2.366400e-01,
2.018400e-01,
3.967200e-01,
3.967200e-01,
2.088000e-01,
2.575200e-01,
6.960000e-03,
4.872000e-02,
-1.740000e-01,
-1.322400e-01,
-2.992800e-01,
-3.132000e-01,
-2.227200e-01,
-2.784000e-01,
-1.044000e-01,
-1.600800e-01,
-3.480000e-02,
-8.352000e-02,
1.392000e-02,
-5.568000e-02,
3.480000e-02,
-4.176000e-02,
4.872000e-02,
-4.176000e-02,
4.872000e-02,
5.568000e-02,
-4.176000e-02,
4.872000e-02,
-4.176000e-02,
-3.480000e-02,
6.960000e-02,
4.872000e-02,
-3.480000e-02,
4.872000e-02,
-4.176000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
6.264000e-02,
-4.176000e-02,
-2.784000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
4.872000e-02,
6.264000e-02,
-4.176000e-02,
-3.480000e-02,
5.568000e-02,
4.872000e-02,
-3.480000e-02,
6.264000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
6.264000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
6.264000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
-2.784000e-02,
6.264000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
4.872000e-02,
-4.176000e-02,
5.568000e-02,
-3.480000e-02,
4.872000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
4.872000e-02,
-2.784000e-02,
-4.176000e-02,
5.568000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
-2.784000e-02,
5.568000e-02,
-4.176000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
6.960000e-02,
-3.480000e-02,
6.264000e-02,
-3.480000e-02,
6.264000e-02,
-4.176000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
4.176000e-02,
-4.176000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
5.568000e-02,
-3.480000e-02,
-3.480000e-02,
4.872000e-02,
-2.784000e-02,
6.264000e-02,
-2.088000e-02,
6.960000e-02,
0.000000e+00,
9.048000e-02,
2.088000e-02,
1.392000e-01,
7.656000e-02,
2.366400e-01,
1.740000e-01,
3.132000e-01,
3.340800e-01,
2.227200e-01,
2.714400e-01,
8.352000e-02,
1.252800e-01,
-1.113600e-01,
-6.264000e-02,
-3.271200e-01,
-3.758400e-01,
-2.784000e-01,
-3.271200e-01,
-1.322400e-01,
-1.809600e-01,
-2.088000e-02,
-9.048000e-02,
2.088000e-02,
-5.568000e-02,
4.176000e-02,
4.872000e-02,
-4.176000e-02,
-2.784000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
5.568000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
-4.176000e-02,
5.568000e-02,
6.264000e-02,
-3.480000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
4.872000e-02,
5.568000e-02,
-4.176000e-02,
-3.480000e-02,
6.264000e-02,
4.872000e-02,
-2.784000e-02,
4.872000e-02,
-3.480000e-02,
-2.784000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
-2.784000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
-2.784000e-02,
5.568000e-02,
6.264000e-02,
-4.176000e-02,
-3.480000e-02,
6.264000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
6.960000e-02,
5.568000e-02,
-4.176000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
4.872000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
-4.176000e-02,
-4.176000e-02,
5.568000e-02,
-3.480000e-02,
4.872000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
-2.784000e-02,
5.568000e-02,
-4.176000e-02,
4.872000e-02,
-3.480000e-02,
6.960000e-02,
-3.480000e-02,
6.264000e-02,
-2.784000e-02,
5.568000e-02,
-4.176000e-02,
4.872000e-02,
-3.480000e-02,
4.872000e-02,
-4.176000e-02,
4.872000e-02,
5.568000e-02,
-4.176000e-02,
-4.176000e-02,
5.568000e-02,
6.960000e-02,
-3.480000e-02,
-3.480000e-02,
5.568000e-02,
-2.784000e-02,
6.264000e-02,
-2.784000e-02,
8.352000e-02,
6.960000e-03,
1.183200e-01,
4.176000e-02,
2.018400e-01,
1.461600e-01,
3.619200e-01,
3.967200e-01,
2.853600e-01,
3.271200e-01,
7.656000e-02,
1.183200e-01,
-1.183200e-01,
-7.656000e-02,
-2.575200e-01,
-2.018400e-01,
-3.132000e-01,
-2.992800e-01,
-1.531200e-01,
-2.157600e-01,
-5.568000e-02,
-1.183200e-01,
6.960000e-03,
-7.656000e-02,
2.784000e-02,
-4.872000e-02,
4.176000e-02,
4.872000e-02,
-4.176000e-02,
-3.480000e-02,
4.872000e-02,
-4.176000e-02,
5.568000e-02,
-2.784000e-02,
4.176000e-02,
-2.784000e-02,
5.568000e-02,
-3.480000e-02,
5.568000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
4.872000e-02,
-4.176000e-02,
5.568000e-02,
-3.480000e-02,
6.960000e-02,
-3.480000e-02,
6.960000e-02,
-3.480000e-02,
4.176000e-02,
-3.480000e-02,
5.568000e-02,
4.872000e-02,
-4.176000e-02,
-3.480000e-02,
4.872000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
6.264000e-02,
-3.480000e-02,
5.568000e-02,
-3.480000e-02,
6.264000e-02,
6.264000e-02,
-4.176000e-02,
-3.480000e-02,
4.872000e-02,
-4.176000e-02,
4.872000e-02,
-4.176000e-02,
